,pulse,t,P_IC_avg,Rc_avg,V7_avg,V9_avg,V10_avg,V11_avg,V21_avg,V7_before_avg,V10_before_avg,V11_before_avg,V21_before_avg,P_LH_avg,Rext_upper,Rext_median,Rext_lower,Zgeo,R_Q1,R_Q2,R_Q4,freq_Q1,freq_Q2,freq_Q4,gap_median,nl_avg,Ip_avg,auto_matching,Lang1_avg,Lang2_avg,Lang3_avg,Lang4_avg,Lang5_avg,Lang6_avg,Lang7_avg,Lang8_avg
0,53596,5.565063231689454,142.6625021258369,0.16532292451908384,-0.01670833412693658,-0.0032916668230124437,-0.021625001027132384,0.016500000783707947,-0.0004166666864572714,0.005416666923944528,-0.01179166722674078,1.4507084022382817,-0.007083333669773613,0.0,2977.375,2977.375,2977.375,-4.1666668645727135e-05,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,33.62491798400879,3.1635527145782754,601.0833333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53596,5.614215231689453,63.52083427986751,0.3831146015302996,-0.009958333806328786,0.0070416670011278866,0.0002083333432286357,0.00770833369945952,0.0029166668052008995,-0.002750000130617991,0.0004583333551029985,1.3920833994537436,-0.006541666977379161,0.0,2978.6666666666665,2978.6666666666665,2978.6666666666665,0.0003333333491658171,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,32.333251317342274,3.1264887683055536,601.6666666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,53596,5.663367231689453,52.02916744196167,0.3791041846731484,0.003916666852698351,-0.0020416667636406296,-0.005708333604464618,-0.006291666965504798,-0.006541666977379161,-0.002083333432286357,-0.002958333473846627,1.300416728433144,-0.005250000249361619,0.0,2976.6666666666665,2976.6666666666665,2976.6666666666665,-0.0006666666983316342,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.333251317342274,3.0645629979898126,600.7916666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,53596,5.712519231689453,14.743750219698995,0.4830416896099147,0.026750001270556822,-0.0013333333966632683,-0.0032500001543667167,0.00233333344416072,0.015666667410793405,0.025875001228996553,-0.013041667286112594,1.2426250590215204,-0.004000000189989805,0.0,2976.3333333333335,2976.3333333333335,2976.3333333333335,-0.0005000000237487257,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.666584650675304,3.0352016413745906,600.25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,53596,5.761671231689452,130.76875194860622,0.16156250767380698,0.010708333841951875,0.005166666912070165,0.004833333562904348,-0.00770833369945952,-0.006250000296859071,0.012458333925072415,0.007916667042688156,1.2499583927031683,-0.01670833412693658,0.0,2976.0416666666665,2976.0416666666665,2976.0416666666665,-0.0006666666983316342,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.958251317342274,3.0301682659548383,600.0416666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,53596,5.810822419189453,119.11041844155018,0.20162500957667362,-0.010291667155494602,-0.005875000279047526,-0.014500000688713044,0.004958333568841529,0.00975000046310015,-0.019750000938074663,-0.014750000700587407,1.2392500588612165,-0.010791667179243328,0.0,2976.9583333333335,2976.9583333333335,2976.9583333333335,-0.0004583333551029985,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.041584650675304,3.028795527203997,599.8333333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,53596,5.859974231689453,10.091666817044219,0.49740627362552914,-0.01237500058778096,0.0050000002374872565,0.009916667137683058,0.006791666989253524,-0.0072083336757107945,0.03220833486314708,0.010666667173306147,1.1702083889152466,-0.009000000427477062,0.0,2976.1666666666665,2976.1666666666665,2976.1666666666665,-0.0004166666864572714,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.833251317342274,3.026660155813799,599.5416666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,53596,5.909126231689453,71.25416772843649,0.3280416822478098,0.014583334026004499,-0.004750000225612894,0.0136666673157985,-0.006625000314670615,-0.006250000296859071,-0.012208333913198052,0.0042916668705098955,1.0873333849788953,-0.007625000362168066,0.0,2976.7083333333335,2976.7083333333335,2976.7083333333335,-0.0007916667042688156,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.291584650675304,3.0263551027580564,599.2916666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,53596,5.9582782316894525,54.51875081239268,0.36576043403935427,-0.00770833369945952,-0.010125000480911694,-0.007791667036750975,0.015291667392981859,-0.0017083334144748126,-0.01758333416849685,-0.01150000054622069,0.9840000467374921,0.009625000457162969,0.0,2978.0416666666665,2978.0416666666665,2978.0416666666665,4.1666668645727135e-05,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,32.958251317342274,3.028337947620383,599.7083333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,53596,6.007430231689454,83.41041790957873,0.2895416804191579,-0.021708334364423838,0.0044583335450928034,0.0037916668467611694,-0.005708333604464618,0.0010000000474974513,0.024208334483167466,0.00233333344416072,0.8883333755269026,-0.003958333521344078,0.0,2977.0416666666665,2977.0416666666665,2977.0416666666665,-0.00116666672208036,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,33.958251317342274,3.025744996646571,598.875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,53596,6.056582231689453,41.416667283823095,0.4040104358561318,0.023250001104315743,-0.001833333420411994,-0.009416667113934333,0.004000000189989805,-0.006041666953630435,-0.0065833336460248875,-0.0016250000771833584,0.8018750380870188,0.003041666811138081,0.0,2978.4166666666665,2978.4166666666665,2978.4166666666665,0.0008750000415602699,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,32.583251317342274,3.0193388824759775,599.5833333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,53596,6.105734231689453,34.38333384568492,0.42871877036304795,-0.0004166666864572714,0.00233333344416072,0.005125000243424438,0.0022083334382235384,0.0071250003384193406,-0.0029166668052008995,0.006000000284984708,0.7313750347384484,-0.0006666666983316342,0.0,2976.9583333333335,2976.9583333333335,2976.9583333333335,-0.000916666710205997,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,34.041584650675304,3.015144402959517,598.7916666666666,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,53596,6.154886231689453,58.72916754179945,0.3588229337098407,-0.011125000528409146,-0.004208333533218441,-0.004791666894258621,0.0009583333788517242,-0.002416666781452174,-0.007250000344356522,0.01325000062934123,0.6378333636287911,-0.016833334132873762,0.0,2979.2083333333335,2979.2083333333335,2979.2083333333335,0.0005416666923944528,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,31.791584650675304,3.0120176091381556,599.0833333333334,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,53596,6.203526231689453,28.26808552761027,0.44857448939125033,0.0035217392977084155,-0.0057391307073766775,-0.01621739207463258,0.00039130436641204614,0.012521739725185476,-0.008260869957587642,-0.017956522592019453,0.5197391551210666,0.0024782609872762923,0.0,2977.521739130435,2977.521739130435,2977.521739130435,-0.0007826087328240923,3.0111000537872314,3.010999917984009,3.010999917984009,48.1,48.2,53.0,33.47817885357381,3.0033235970494925,598.8695652173913,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,53604,5.565573368408203,135.78163467636523,0.1531632725809872,-0.005880000279285013,-0.006040000286884606,0.0021200001006945967,0.024320001155138014,-0.010000000474974513,0.009640000457875431,-0.014040000666864217,1.5812800751067697,-0.007760000368580222,0.12181633231657728,2976.28,2976.28,2976.28,-0.004640000220388174,3.0111000537872314,3.010999917984009,3.1500000953674316,48.1,48.2,53.0,34.71991798400859,3.045648183268495,602.08,1,0.610612231249712,0.28693876909662264,-0.02265306071815442,1.6308162900790268,-0.20428570971957274,5.451428449579647,0.19244897529026683,0.36999999172985554
1,53604,5.615749368408203,136.64694081170828,0.15458163999529478,0.00884000041987747,-0.008280000393278896,-0.008120000385679305,0.0055200002621859316,0.006240000296384096,0.0033600001595914366,0.006200000294484198,1.5057600715197623,0.012240000581368805,0.13808163921158684,2976.68,2976.68,2976.68,-0.003960000188089907,3.0111000537872314,3.010999917984009,3.1500000953674316,48.1,48.2,53.0,34.31991798400895,3.0679948448669165,602.28,1,0.6287754961498537,0.28693876909662264,-0.018979591412507758,1.574897923981961,-0.1993877506453772,9.617754887067237,0.20836734228140238,0.42959182713256805
2,53604,5.665925368408203,138.82653268092142,0.15515306859386477,-0.02916000138502568,-0.0018000000854954123,-0.005080000241287052,-0.002440000115893781,-0.01704000080935657,0.013880000659264624,0.001520000072196126,1.4119600670645014,-0.0035200001671910285,0.15075510920129945,2976.08,2976.08,2976.08,-0.0042000001994892955,3.0111000537872314,3.010999917984009,3.1500000953674316,48.1,48.2,53.0,34.91991798400886,3.0801771386479957,601.6,1,0.614897945439633,0.2875510139808971,-0.013877550710220727,1.546530577677245,-0.18367346528233314,6.959591681175694,0.2046938729757557,0.419387745727994
3,53604,5.716101368408204,137.8591857277313,0.1518571500699701,0.028040001331828535,-0.001480000070296228,0.0032800001557916404,0.0039200001861900095,-0.017600000835955143,-0.017200000816956162,-0.008480000402778387,1.3210000627441332,0.008880000421777367,0.0782857180040862,2975.24,2975.24,2975.24,-0.005920000281184912,3.0111000537872314,3.010999917984009,3.1500000953674316,48.1,48.2,53.0,35.75991798400901,3.085558274551295,601.08,1,0.27816325908868894,0.12959183383809061,-0.016938775131592945,1.6371428205498628,-0.22510203578490384,0.5463265184008953,0.14408162943258576,0.3979591747783885
4,53604,5.766277368408203,137.41020612920425,0.150836741858238,0.0023600001120939853,-0.004560000216588378,-0.004680000222288072,0.0,-0.009760000463575124,-0.013880000659264624,0.0004800000227987766,1.2207600579829887,0.013800000655464828,0.12677551622559524,2976.56,2976.56,2976.56,-0.004800000227987766,3.0111000537872314,3.010999917984009,3.1500000953674316,48.1,48.2,53.0,34.439917984008844,3.096843712348491,601.04,1,0.6816326378255474,0.30959182981477706,-0.017346938387775908,1.6736734319782378,-0.1861224448194309,1.7710203685778745,0.14102040501121355,0.4306122352730255
