,pulse,t,P_IC_avg,Rc_avg,V7_avg,V9_avg,V10_avg,V11_avg,V21_avg,V7_before_avg,V10_before_avg,V11_before_avg,V21_before_avg,P_LH_avg,Rext_upper,Rext_median,Rext_lower,Zgeo,R_Q1,R_Q2,R_Q4,freq_Q1,freq_Q2,freq_Q4,gap_median,nl_avg,Ip_avg,auto_matching,Lang1_avg,Lang2_avg,Lang3_avg,Lang4_avg,Lang5_avg,Lang6_avg,Lang7_avg,Lang8_avg
0,53566,3.5713314831542977,15.458000230342149,0.05369000255013816,0.02364000112283975,-0.006600000313483179,-0.00012000000569969415,0.007720000366680324,0.006880000326782465,0.027080001286230983,-0.00740000035148114,0.006560000311583281,0.004360000207088888,0.0,2973.36,2973.36,2973.36,-0.03364000159781426,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,37.74005378723132,1.9672213607266837,299.72,0,0.09119999796152115,0.22059999506920577,0.3039999932050705,8.797199803367256,0.16119999639689922,-0.1897999957576394,2.5755999424308538,3.931599912121892
1,53566,3.6225305831542975,6.6020000983774665,0.04996000237297267,0.15748000747989863,-0.007200000341981649,-0.01480000070296228,0.00596000028308481,-0.00596000028308481,-0.012920000613667071,0.013280000630766153,0.0026800001272931696,0.01520000072196126,0.0,2973.8,2973.8,2973.8,-0.03224000153131783,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,37.30005378723126,1.9515410355182694,299.88,0,0.084399998113513,0.19599999561905862,0.2757999938353896,8.396599812321364,0.17799999602138997,-0.1707999961823225,2.609599941670895,3.9457999118044973
2,53566,3.673730483154297,4.1360000616312025,0.04694000222953036,0.36416001729667186,0.0033200001576915382,0.008520000404678285,0.005040000239387154,0.0003600000170990825,0.004040000191889703,0.0041200001956895,-0.006480000307783484,-0.012080000573769211,-2.0000000949949027e-05,2974.92,2974.92,2974.92,-0.02956000140402466,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,36.18005378723137,1.9487566787055601,299.84,0,0.08919999800622463,0.2323999948054552,0.2643999940901995,8.264799815267324,0.2339999947696924,-0.16439999632537364,2.5085999439284206,4.026399910002947
3,53566,3.724930483154297,12.768000190258027,0.05311000252258964,0.5486000260571018,0.005320000252686441,0.0020000000949949026,-0.005360000254586339,0.00028000001329928634,0.01396000066306442,-0.012040000571869314,0.006800000322982669,-0.013800000655464828,0.0,2974.0,2974.0,2974.0,-0.027800001320429146,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,37.100053787231445,1.944287053295685,299.68,0,0.09819999780505896,0.2807999937236309,0.22159999504685401,8.073199819549918,0.24839999444782734,-0.17759999603033066,2.3213999481126666,3.6757999178394676
4,53566,3.7761304831542963,6.10600009098649,0.04875000231550075,0.7346800348954275,-0.007360000349581242,-0.026960001280531286,-0.0013600000645965337,0.0026000001234933734,0.009920000471174717,0.0006000000284984708,-0.00924000043887645,0.01600000075995922,0.0,2973.72,2973.72,2973.72,-0.026920001278631388,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,37.380053787231645,1.9593811981224765,299.68,0,0.10519999764859676,0.3349999925121665,0.26479999408125876,8.567599808499217,0.3051999931782484,-0.13759999692440034,2.4097999461367725,4.070599909015
5,53566,3.8273304831542974,14.578000217229128,0.05830000276910141,0.8563200406730175,-0.0013600000645965337,0.0006000000284984708,-0.00844000040087849,-0.020240000961348415,-0.01376000065356493,0.006800000322982669,-0.00028000001329928634,-0.006920000328682363,0.0,2972.96,2972.96,2972.96,-0.026360001252032816,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,38.14005378723141,1.989935850514574,299.24,0,0.11319999746978283,0.3809999914839864,0.29099999349564315,10.14419977325946,0.46019998971372844,-0.14459999676793814,2.6375999410450457,4.365799902416765
6,53566,3.878530483154297,3.8000000566244125,0.048580002307426186,0.9349600444082171,0.007120000338181854,0.008920000423677266,-0.00028000001329928634,0.017600000835955143,-0.009960000473074614,-0.005480000260286033,-0.008360000397078692,0.015920000756159423,0.0,2972.64,2972.64,2972.64,-0.025000001187436283,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,38.46005378723157,2.054122602302289,298.92,0,0.1348979561684691,0.5022448867331354,0.3653061142837515,11.039591589980589,0.47224488740368764,-0.14204081315167097,3.132448909576146,5.146122333954792
7,53566,3.929218483154297,16.208163506826576,0.057989798672734856,0.9861200468381867,-0.0055200002621859316,-0.006040000286884606,-0.006280000298283994,0.004160000197589398,0.010400000493973494,-0.004560000216588378,-0.00740000035148114,-0.0002400000113993883,0.0,2973.52,2973.52,2973.52,-0.02444000116083771,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,37.58005378723146,2.132597500892064,298.16,0,0.16367346572936797,0.729795902055137,0.38510203220862516,11.936326263814557,0.7930612067634962,-0.07877550844331177,3.0308162587865883,5.416734572804096
8,53566,3.9793944831542967,14.459183888928015,0.054397961767437886,1.0194400484208017,-0.0014000000664964318,-0.018360000872053205,0.0037200001766905188,0.002160000102594495,0.0023600001120939853,0.01972000093664974,0.001560000074096024,-0.014400000683963299,0.0,2974.44,2974.44,2974.44,-0.024400001158937812,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,36.66005378723139,2.2345914218435063,298.32,0,0.17387754713394205,0.7818367172184647,0.40183672571212664,12.314693602296163,0.904081612445262,-0.09755101822772805,3.1618366640213194,5.96693864213873
9,53566,4.029570483154297,11.263265473958182,0.05578571693539353,1.0405833827583895,0.004125000195926987,0.017333334156622488,0.005041666906132984,-0.003625000172178261,0.035458335017513797,-0.002083333432286357,-0.0030833334797838083,0.030083334762214992,0.0,2976.5416666666665,2976.5416666666665,2976.5416666666665,-0.023416667778898653,3.0111000537872314,3.0111000537872314,3.010999917984009,48.2,48.2,53.0,34.55838712056493,2.344680493865162,298.0416666666667,0,0.2320408111400142,0.9218367140892209,0.43551019434722105,12.627346656532312,0.9126530408251042,-0.07224489634438437,3.2802040083143784,6.271632512879311
